Raioane,Grupe de varsta,Ani,Medii,Sexe,value
Total pe tara,15-19,2019,Urban,Feminin,20697
Total pe tara,15-19,2019,Rural,Total,96414
Total pe tara,15-19,2019,Rural,Masculin,49433
Total pe tara,15-19,2019,Rural,Feminin,46981
Total pe tara,15-19,2020,Total,Total,137739
Total pe tara,15-19,2020,Total,Masculin,71043
Total pe tara,15-19,2020,Total,Feminin,66696
Total pe tara,15-19,2020,Urban,Total,44996
Total pe tara,15-19,2020,Urban,Masculin,23407
Total pe tara,15-19,2020,Urban,Feminin,21589
Total pe tara,15-19,2020,Rural,Total,92743
Total pe tara,15-19,2020,Rural,Masculin,47636
Total pe tara,15-19,2020,Rural,Feminin,45107
Total pe tara,15-19,2021,Total,Total,136437
Total pe tara,15-19,2021,Total,Masculin,70041
Total pe tara,15-19,2021,Total,Feminin,66396
Total pe tara,15-19,2021,Urban,Total,47148
Total pe tara,15-19,2021,Urban,Masculin,24470
Total pe tara,15-19,2021,Urban,Feminin,22678
Total pe tara,15-19,2021,Rural,Total,89289
Total pe tara,15-19,2021,Rural,Masculin,45571
Total pe tara,15-19,2021,Rural,Feminin,43718
Total pe tara,15-19,2022,Total,Total,134629
Total pe tara,15-19,2022,Total,Masculin,69063
Total pe tara,15-19,2022,Total,Feminin,65566
Total pe tara,15-19,2022,Urban,Total,49202
Total pe tara,15-19,2022,Urban,Masculin,25535
Total pe tara,15-19,2022,Urban,Feminin,23667
Total pe tara,15-19,2022,Rural,Total,85427
Total pe tara,15-19,2022,Rural,Masculin,43528
Total pe tara,15-19,2022,Rural,Feminin,41899
Total pe tara,15-19,2023,Total,Total,134109
Total pe tara,15-19,2023,Total,Masculin,68514
Total pe tara,15-19,2023,Total,Feminin,65595
Total pe tara,15-19,2023,Urban,Total,51990
Total pe tara,15-19,2023,Urban,Masculin,26762
Total pe tara,15-19,2023,Urban,Feminin,25228
Total pe tara,15-19,2023,Rural,Total,82119
Total pe tara,15-19,2023,Rural,Masculin,41752
Total pe tara,15-19,2023,Rural,Feminin,40367
Total pe tara,15-19,2024,Total,Total,141135
Total pe tara,15-19,2024,Total,Masculin,71484
Total pe tara,15-19,2024,Total,Feminin,69651
Total pe tara,15-19,2024,Urban,Total,69906
Total pe tara,15-19,2024,Urban,Masculin,34548
Total pe tara,15-19,2024,Urban,Feminin,35358
Total pe tara,15-19,2024,Rural,Total,71229
Total pe tara,15-19,2024,Rural,Masculin,36936
Total pe tara,15-19,2024,Rural,Feminin,34293
Total pe tara,15-19,2025,Total,Total,146612
Total pe tara,15-19,2025,Total,Masculin,74745
Total pe tara,15-19,2025,Total,Feminin,71867
Total pe tara,15-19,2025,Urban,Total,72104
Total pe tara,15-19,2025,Urban,Masculin,36027
Total pe tara,15-19,2025,Urban,Feminin,36077
Total pe tara,15-19,2025,Rural,Total,74508
Total pe tara,15-19,2025,Rural,Masculin,38718
Total pe tara,15-19,2025,Rural,Feminin,35790
Total pe tara,15-19,2026,Total,Total,149874
Total pe tara,15-19,2026,Total,Masculin,76786
Total pe tara,15-19,2026,Total,Feminin,73088
Total pe tara,15-19,2026,Urban,Total,72616
Total pe tara,15-19,2026,Urban,Masculin,36575
Total pe tara,15-19,2026,Urban,Feminin,36041
Total pe tara,15-19,2026,Rural,Total,77258
Total pe tara,15-19,2026,Rural,Masculin,40211
Total pe tara,15-19,2026,Rural,Feminin,37047
Total pe tara,20-24,2014,Total,Total,235282
Total pe tara,20-24,2014,Total,Masculin,117612
Total pe tara,20-24,2014,Total,Feminin,117670
Total pe tara,20-24,2014,Urban,Total,96548
Total pe tara,20-24,2014,Urban,Masculin,46461
Total pe tara,20-24,2014,Urban,Feminin,50087
Total pe tara,20-24,2014,Rural,Total,138734
Total pe tara,20-24,2014,Rural,Masculin,71151
Total pe tara,20-24,2014,Rural,Feminin,67583
Total pe tara,20-24,2015,Total,Total,223878
Total pe tara,20-24,2015,Total,Masculin,112387
Total pe tara,20-24,2015,Total,Feminin,111491
Total pe tara,20-24,2015,Urban,Total,90518
Total pe tara,20-24,2015,Urban,Masculin,43456
Total pe tara,20-24,2015,Urban,Feminin,47062
Total pe tara,20-24,2015,Rural,Total,133360
Total pe tara,20-24,2015,Rural,Masculin,68931
Total pe tara,20-24,2015,Rural,Feminin,64429
Total pe tara,20-24,2016,Total,Total,210863
Total pe tara,20-24,2016,Total,Masculin,106138
Total pe tara,20-24,2016,Total,Feminin,104725
Total pe tara,20-24,2016,Urban,Total,83657
Total pe tara,20-24,2016,Urban,Masculin,40481
Total pe tara,20-24,2016,Urban,Feminin,43176
Total pe tara,20-24,2016,Rural,Total,127206
Total pe tara,20-24,2016,Rural,Masculin,65657
Total pe tara,20-24,2016,Rural,Feminin,61549
Total pe tara,20-24,2017,Total,Total,194881
Total pe tara,20-24,2017,Total,Masculin,97901
Total pe tara,20-24,2017,Total,Feminin,96980
Total pe tara,20-24,2017,Urban,Total,76275
Total pe tara,20-24,2017,Urban,Masculin,36999
Total pe tara,20-24,2017,Urban,Feminin,39276
Total pe tara,20-24,2017,Rural,Total,118606
Total pe tara,20-24,2017,Rural,Masculin,60902
Total pe tara,20-24,2017,Rural,Feminin,57704
Total pe tara,20-24,2018,Total,Total,174968
Total pe tara,20-24,2018,Total,Masculin,87718
Total pe tara,20-24,2018,Total,Feminin,87250
Total pe tara,20-24,2018,Urban,Total,67872
Total pe tara,20-24,2018,Urban,Masculin,33167
Total pe tara,20-24,2018,Urban,Feminin,34705
Total pe tara,20-24,2018,Rural,Total,107096
Total pe tara,20-24,2018,Rural,Masculin,54551
Total pe tara,20-24,2018,Rural,Feminin,52545
Total pe tara,20-24,2019,Total,Total,157612
Total pe tara,20-24,2019,Total,Masculin,79588
Total pe tara,20-24,2019,Total,Feminin,78024
Total pe tara,20-24,2019,Urban,Total,59247
Total pe tara,20-24,2019,Urban,Masculin,29412
Total pe tara,20-24,2019,Urban,Feminin,29835
Total pe tara,20-24,2019,Rural,Total,98365
Total pe tara,20-24,2019,Rural,Masculin,50176
Total pe tara,20-24,2019,Rural,Feminin,48189
Total pe tara,20-24,2020,Total,Total,142903
Total pe tara,20-24,2020,Total,Masculin,72623
Total pe tara,20-24,2020,Total,Feminin,70280
Total pe tara,20-24,2020,Urban,Total,51478
Total pe tara,20-24,2020,Urban,Masculin,25841
Total pe tara,20-24,2020,Urban,Feminin,25637
Total pe tara,20-24,2020,Rural,Total,91425
Total pe tara,20-24,2020,Rural,Masculin,46782
Total pe tara,20-24,2020,Rural,Feminin,44643
Total pe tara,20-24,2021,Total,Total,136485
Total pe tara,20-24,2021,Total,Masculin,69664
Total pe tara,20-24,2021,Total,Feminin,66821
Total pe tara,20-24,2021,Urban,Total,47256
Total pe tara,20-24,2021,Urban,Masculin,23495
Total pe tara,20-24,2021,Urban,Feminin,23761
Total pe tara,20-24,2021,Rural,Total,89229
Total pe tara,20-24,2021,Rural,Masculin,46169
Total pe tara,20-24,2021,Rural,Feminin,43060
Total pe tara,20-24,2022,Total,Total,122813
Total pe tara,20-24,2022,Total,Masculin,62156
Total pe tara,20-24,2022,Total,Feminin,60657
Total pe tara,20-24,2022,Urban,Total,41378
Total pe tara,20-24,2022,Urban,Masculin,20561
Total pe tara,20-24,2022,Urban,Feminin,20817
Total pe tara,20-24,2022,Rural,Total,81435
Total pe tara,20-24,2022,Rural,Masculin,41595
Total pe tara,20-24,2022,Rural,Feminin,39840
Total pe tara,20-24,2023,Total,Total,111551
Total pe tara,20-24,2023,Total,Masculin,55409
Total pe tara,20-24,2023,Total,Feminin,56142
Total pe tara,20-24,2023,Urban,Total,36456
Total pe tara,20-24,2023,Urban,Masculin,18022
Total pe tara,20-24,2023,Urban,Feminin,18434
Total pe tara,20-24,2023,Rural,Total,75095
Total pe tara,20-24,2023,Rural,Masculin,37387
Total pe tara,20-24,2023,Rural,Feminin,37708
Total pe tara,20-24,2024,Total,Total,110562
Total pe tara,20-24,2024,Total,Masculin,54989
Total pe tara,20-24,2024,Total,Feminin,55573
Total pe tara,20-24,2024,Urban,Total,57233
Total pe tara,20-24,2024,Urban,Masculin,27067
Total pe tara,20-24,2024,Urban,Feminin,30166
Total pe tara,20-24,2024,Rural,Total,53329
Total pe tara,20-24,2024,Rural,Masculin,27922
Total pe tara,20-24,2024,Rural,Feminin,25407
Total pe tara,20-24,2025,Total,Total,107875
Total pe tara,20-24,2025,Total,Masculin,52263
Total pe tara,20-24,2025,Total,Feminin,55612
Total pe tara,20-24,2025,Urban,Total,56805
Total pe tara,20-24,2025,Urban,Masculin,26136
Total pe tara,20-24,2025,Urban,Feminin,30669
Total pe tara,20-24,2025,Rural,Total,51070
Total pe tara,20-24,2025,Rural,Masculin,26127
Total pe tara,20-24,2025,Rural,Feminin,24943
Total pe tara,20-24,2026,Total,Total,105394
Total pe tara,20-24,2026,Total,Masculin,49753
Total pe tara,20-24,2026,Total,Feminin,55641
Total pe tara,20-24,2026,Urban,Total,55740
Total pe tara,20-24,2026,Urban,Masculin,25090
Total pe tara,20-24,2026,Urban,Feminin,30650
Total pe tara,20-24,2026,Rural,Total,49654
Total pe tara,20-24,2026,Rural,Masculin,24663
Total pe tara,20-24,2026,Rural,Feminin,24991
Total pe tara,25-29,2014,Total,Total,249447
Total pe tara,25-29,2014,Total,Masculin,125705
Total pe tara,25-29,2014,Total,Feminin,123742
Total pe tara,25-29,2014,Urban,Total,112189
Total pe tara,25-29,2014,Urban,Masculin,54899
Total pe tara,25-29,2014,Urban,Feminin,57290
Total pe tara,25-29,2014,Rural,Total,137258
Total pe tara,25-29,2014,Rural,Masculin,70806
Total pe tara,25-29,2014,Rural,Feminin,66452
Total pe tara,25-29,2015,Total,Total,247622
Total pe tara,25-29,2015,Total,Masculin,125467
Total pe tara,25-29,2015,Total,Feminin,122155
Total pe tara,25-29,2015,Urban,Total,110617
Total pe tara,25-29,2015,Urban,Masculin,53835
Total pe tara,25-29,2015,Urban,Feminin,56782
Total pe tara,25-29,2015,Rural,Total,137005
Total pe tara,25-29,2015,Rural,Masculin,71632
Total pe tara,25-29,2015,Rural,Feminin,65373
Total pe tara,25-29,2016,Total,Total,241672
Total pe tara,25-29,2016,Total,Masculin,122673
Total pe tara,25-29,2016,Total,Feminin,118999
Total pe tara,25-29,2016,Urban,Total,106816
Total pe tara,25-29,2016,Urban,Masculin,51544
Total pe tara,25-29,2016,Urban,Feminin,55272
Total pe tara,25-29,2016,Rural,Total,134856
Total pe tara,25-29,2016,Rural,Masculin,71129
Total pe tara,25-29,2016,Rural,Feminin,63727
Total pe tara,25-29,2017,Total,Total,226158
Total pe tara,25-29,2017,Total,Masculin,113872
Total pe tara,25-29,2017,Total,Feminin,112286
Total pe tara,25-29,2017,Urban,Total,100086
Total pe tara,25-29,2017,Urban,Masculin,47562
Total pe tara,25-29,2017,Urban,Feminin,52524
Total pe tara,25-29,2017,Rural,Total,126072
Total pe tara,25-29,2017,Rural,Masculin,66310
Total pe tara,25-29,2017,Rural,Feminin,59762
Total pe tara,25-29,2018,Total,Total,211748
Total pe tara,25-29,2018,Total,Masculin,105429
Total pe tara,25-29,2018,Total,Feminin,106319
Total pe tara,25-29,2018,Urban,Total,94024
Total pe tara,25-29,2018,Urban,Masculin,43701
Total pe tara,25-29,2018,Urban,Feminin,50323
Total pe tara,25-29,2018,Rural,Total,117724
Total pe tara,25-29,2018,Rural,Masculin,61728
Total pe tara,25-29,2018,Rural,Feminin,55996
Total pe tara,25-29,2019,Total,Total,198315
Total pe tara,25-29,2019,Total,Masculin,98536
Total pe tara,25-29,2019,Total,Feminin,99779
Total pe tara,25-29,2019,Urban,Total,88313
Total pe tara,25-29,2019,Urban,Masculin,40659
Total pe tara,25-29,2019,Urban,Feminin,47654
Total pe tara,25-29,2019,Rural,Total,110002
Total pe tara,25-29,2019,Rural,Masculin,57877
Total pe tara,25-29,2019,Rural,Feminin,52125
Total pe tara,25-29,2020,Total,Total,186458
Total pe tara,25-29,2020,Total,Masculin,92627
Total pe tara,25-29,2020,Total,Feminin,93831
Total pe tara,25-29,2020,Urban,Total,83843
Total pe tara,25-29,2020,Urban,Masculin,38440
Total pe tara,25-29,2020,Urban,Feminin,45403
Total pe tara,25-29,2020,Rural,Total,102615
Total pe tara,25-29,2020,Rural,Masculin,54187
Total pe tara,25-29,2020,Rural,Feminin,48428
Total pe tara,25-29,2021,Total,Total,176554
Total pe tara,25-29,2021,Total,Masculin,88068
Total pe tara,25-29,2021,Total,Feminin,88486
Total pe tara,25-29,2021,Urban,Total,79693
Total pe tara,25-29,2021,Urban,Masculin,36963
Total pe tara,25-29,2021,Urban,Feminin,42730
Total pe tara,25-29,2021,Rural,Total,96861
Total pe tara,25-29,2021,Rural,Masculin,51105
Total pe tara,25-29,2021,Rural,Feminin,45756
Total pe tara,25-29,2022,Total,Total,163548
Total pe tara,25-29,2022,Total,Masculin,81133
Total pe tara,25-29,2022,Total,Feminin,82415
Total pe tara,25-29,2022,Urban,Total,74382
Total pe tara,25-29,2022,Urban,Masculin,34476
Total pe tara,25-29,2022,Urban,Feminin,39906
Total pe tara,25-29,2022,Rural,Total,89166
Total pe tara,25-29,2022,Rural,Masculin,46657
Total pe tara,25-29,2022,Rural,Feminin,42509
Total pe tara,25-29,2023,Total,Total,144973
Total pe tara,25-29,2023,Total,Masculin,70832
Total pe tara,25-29,2023,Total,Feminin,74141
Total pe tara,25-29,2023,Urban,Total,66213
Total pe tara,25-29,2023,Urban,Masculin,30661
Total pe tara,25-29,2023,Urban,Feminin,35552
Total pe tara,25-29,2023,Rural,Total,78760
Total pe tara,25-29,2023,Rural,Masculin,40171
Total pe tara,25-29,2023,Rural,Feminin,38589
Total pe tara,25-29,2024,Total,Total,112578
Total pe tara,25-29,2024,Total,Masculin,55401
Total pe tara,25-29,2024,Total,Feminin,57177
Total pe tara,25-29,2024,Urban,Total,57472
Total pe tara,25-29,2024,Urban,Masculin,27116
Total pe tara,25-29,2024,Urban,Feminin,30356
Total pe tara,25-29,2024,Rural,Total,55106
Total pe tara,25-29,2024,Rural,Masculin,28285
Total pe tara,25-29,2024,Rural,Feminin,26821
Total pe tara,25-29,2025,Total,Total,102689
Total pe tara,25-29,2025,Total,Masculin,48291
Total pe tara,25-29,2025,Total,Feminin,54398
Total pe tara,25-29,2025,Urban,Total,53679
Total pe tara,25-29,2025,Urban,Masculin,24085
Total pe tara,25-29,2025,Urban,Feminin,29594
Total pe tara,25-29,2025,Rural,Total,49010
Total pe tara,25-29,2025,Rural,Masculin,24206
Total pe tara,25-29,2025,Rural,Feminin,24804
Total pe tara,25-29,2026,Total,Total,97186
Total pe tara,25-29,2026,Total,Masculin,43437
Total pe tara,25-29,2026,Total,Feminin,53749
Total pe tara,25-29,2026,Urban,Total,51661
Total pe tara,25-29,2026,Urban,Masculin,21970
Total pe tara,25-29,2026,Urban,Feminin,29691
Total pe tara,25-29,2026,Rural,Total,45525
Total pe tara,25-29,2026,Rural,Masculin,21467
Total pe tara,25-29,2026,Rural,Feminin,24058
Total pe tara,30-34,2014,Total,Total,212604
Total pe tara,30-34,2014,Total,Masculin,106053
Total pe tara,30-34,2014,Total,Feminin,106551
Total pe tara,30-34,2014,Urban,Total,99137
Total pe tara,30-34,2014,Urban,Masculin,48399
Total pe tara,30-34,2014,Urban,Feminin,50738
Total pe tara,30-34,2014,Rural,Total,113467
Total pe tara,30-34,2014,Rural,Masculin,57654
Total pe tara,30-34,2014,Rural,Feminin,55813
Total pe tara,30-34,2015,Total,Total,217668
Total pe tara,30-34,2015,Total,Masculin,109441
Total pe tara,30-34,2015,Total,Feminin,108227
Total pe tara,30-34,2015,Urban,Total,102121
Total pe tara,30-34,2015,Urban,Masculin,50102
Total pe tara,30-34,2015,Urban,Feminin,52019
Total pe tara,30-34,2015,Rural,Total,115547
Total pe tara,30-34,2015,Rural,Masculin,59339
Total pe tara,30-34,2015,Rural,Feminin,56208
Total pe tara,30-34,2016,Total,Total,222412
Total pe tara,30-34,2016,Total,Masculin,112397
Total pe tara,30-34,2016,Total,Feminin,110015
Total pe tara,30-34,2016,Urban,Total,104327
Total pe tara,30-34,2016,Urban,Masculin,51030
Total pe tara,30-34,2016,Urban,Feminin,53297
Total pe tara,30-34,2016,Rural,Total,118085
Total pe tara,30-34,2016,Rural,Masculin,61367
Total pe tara,30-34,2016,Rural,Feminin,56718
Total pe tara,30-34,2017,Total,Total,225389
Total pe tara,30-34,2017,Total,Masculin,113277
Total pe tara,30-34,2017,Total,Feminin,112112
Total pe tara,30-34,2017,Urban,Total,106415
Total pe tara,30-34,2017,Urban,Masculin,51536
Total pe tara,30-34,2017,Urban,Feminin,54879
Total pe tara,30-34,2017,Rural,Total,118974
Total pe tara,30-34,2017,Rural,Masculin,61741
Total pe tara,30-34,2017,Rural,Feminin,57233
Total pe tara,30-34,2018,Total,Total,225019
Total pe tara,30-34,2018,Total,Masculin,112507
Total pe tara,30-34,2018,Total,Feminin,112512
Total pe tara,30-34,2018,Urban,Total,107336
Total pe tara,30-34,2018,Urban,Masculin,51572
Total pe tara,30-34,2018,Urban,Feminin,55764
Total pe tara,30-34,2018,Rural,Total,117683
Total pe tara,30-34,2018,Rural,Masculin,60935
Total pe tara,30-34,2018,Rural,Feminin,56748
Total pe tara,30-34,2019,Total,Total,221787
Total pe tara,30-34,2019,Total,Masculin,110698
Total pe tara,30-34,2019,Total,Feminin,111089
Total pe tara,30-34,2019,Urban,Total,106701
Total pe tara,30-34,2019,Urban,Masculin,50896
Total pe tara,30-34,2019,Urban,Feminin,55805
Total pe tara,30-34,2019,Rural,Total,115086
Total pe tara,30-34,2019,Rural,Masculin,59802
Total pe tara,30-34,2019,Rural,Feminin,55284
Total pe tara,30-34,2020,Total,Total,217539
Total pe tara,30-34,2020,Total,Masculin,108794
Total pe tara,30-34,2020,Total,Feminin,108745
Total pe tara,30-34,2020,Urban,Total,106043
Total pe tara,30-34,2020,Urban,Masculin,50172
Total pe tara,30-34,2020,Urban,Feminin,55871
Total pe tara,30-34,2020,Rural,Total,111496
Total pe tara,30-34,2020,Rural,Masculin,58622
Total pe tara,30-34,2020,Rural,Feminin,52874
Total pe tara,30-34,2021,Total,Total,213973
Total pe tara,30-34,2021,Total,Masculin,107478
Total pe tara,30-34,2021,Total,Feminin,106495
Total pe tara,30-34,2021,Urban,Total,104840
Total pe tara,30-34,2021,Urban,Masculin,49403
Total pe tara,30-34,2021,Urban,Feminin,55437
Total pe tara,30-34,2021,Rural,Total,109133
Total pe tara,30-34,2021,Rural,Masculin,58075
Total pe tara,30-34,2021,Rural,Feminin,51058
Total pe tara,30-34,2022,Total,Total,200604
Total pe tara,30-34,2022,Total,Masculin,99662
Total pe tara,30-34,2022,Total,Feminin,100942
Total pe tara,30-34,2022,Urban,Total,100301
Total pe tara,30-34,2022,Urban,Masculin,46621
Total pe tara,30-34,2022,Urban,Feminin,53680
Total pe tara,30-34,2022,Rural,Total,100303
Total pe tara,30-34,2022,Rural,Masculin,53041
Total pe tara,30-34,2022,Rural,Feminin,47262
Total pe tara,30-34,2023,Total,Total,186650
Total pe tara,30-34,2023,Total,Masculin,90779
Total pe tara,30-34,2023,Total,Feminin,95871
Total pe tara,30-34,2023,Urban,Total,94904
Total pe tara,30-34,2023,Urban,Masculin,42811
Total pe tara,30-34,2023,Urban,Feminin,52093
Total pe tara,30-34,2023,Rural,Total,91746
Total pe tara,30-34,2023,Rural,Masculin,47968
Total pe tara,30-34,2023,Rural,Feminin,43778
Total pe tara,30-34,2024,Total,Total,153135
Total pe tara,30-34,2024,Total,Masculin,74687
Total pe tara,30-34,2024,Total,Feminin,78448
Total pe tara,30-34,2024,Urban,Total,80830
Total pe tara,30-34,2024,Urban,Masculin,38492
Total pe tara,30-34,2024,Urban,Feminin,42338
Total pe tara,30-34,2024,Rural,Total,72305
Total pe tara,30-34,2024,Rural,Masculin,36195
Total pe tara,30-34,2024,Rural,Feminin,36110
Total pe tara,30-34,2025,Total,Total,141588
Total pe tara,30-34,2025,Total,Masculin,67206
Total pe tara,30-34,2025,Total,Feminin,74382
Total pe tara,30-34,2025,Urban,Total,75170
Total pe tara,30-34,2025,Urban,Masculin,34752
Total pe tara,30-34,2025,Urban,Feminin,40418
Total pe tara,30-34,2025,Rural,Total,66418
Total pe tara,30-34,2025,Rural,Masculin,32454
Total pe tara,30-34,2025,Rural,Feminin,33964
Total pe tara,30-34,2026,Total,Total,133382
Total pe tara,30-34,2026,Total,Masculin,61539
Total pe tara,30-34,2026,Total,Feminin,71843
Total pe tara,30-34,2026,Urban,Total,70942
Total pe tara,30-34,2026,Urban,Masculin,31844
Total pe tara,30-34,2026,Urban,Feminin,39098
Total pe tara,30-34,2026,Rural,Total,62440
Total pe tara,30-34,2026,Rural,Masculin,29695
Total pe tara,30-34,2026,Rural,Feminin,32745
Total pe tara,35-39,2014,Total,Total,188384
Total pe tara,35-39,2014,Total,Masculin,93656
Total pe tara,35-39,2014,Total,Feminin,94728
Total pe tara,35-39,2014,Urban,Total,81688
Total pe tara,35-39,2014,Urban,Masculin,39989
Total pe tara,35-39,2014,Urban,Feminin,41699
Total pe tara,35-39,2014,Rural,Total,106696
Total pe tara,35-39,2014,Rural,Masculin,53667
Total pe tara,35-39,2014,Rural,Feminin,53029
Total pe tara,35-39,2015,Total,Total,189497
Total pe tara,35-39,2015,Total,Masculin,94696
Total pe tara,35-39,2015,Total,Feminin,94801
Total pe tara,35-39,2015,Urban,Total,83318
Total pe tara,35-39,2015,Urban,Masculin,40837
Total pe tara,35-39,2015,Urban,Feminin,42481
Total pe tara,35-39,2015,Rural,Total,106179
Total pe tara,35-39,2015,Rural,Masculin,53859
Total pe tara,35-39,2015,Rural,Feminin,52320
Total pe tara,35-39,2016,Total,Total,191433
Total pe tara,35-39,2016,Total,Masculin,95598
Total pe tara,35-39,2016,Total,Feminin,95835
Total pe tara,35-39,2016,Urban,Total,85623
Total pe tara,35-39,2016,Urban,Masculin,41815
Total pe tara,35-39,2016,Urban,Feminin,43808
Total pe tara,35-39,2016,Rural,Total,105810
Total pe tara,35-39,2016,Rural,Masculin,53783
