domain,cause,sex,age_group,indicator,year,value
SAN021200,Gonoree,Barbati,40 ani si peste,Incidenta (caz nou),2017,49.0
SAN021200,Gonoree,Barbati,40 ani si peste,La 100000 locuitori,2017,8.6
SAN021200,Gonoree,Barbati,Grupe de virsta - total,Incidenta (caz nou),2017,584.0
SAN021200,Gonoree,Barbati,Grupe de virsta - total,La 100000 locuitori,2017,44.3
SAN021200,Gonoree,Femei,0-14 ani,Incidenta (caz nou),2017,4.0
SAN021200,Gonoree,Femei,0-14 ani,La 100000 locuitori,2017,1.6
SAN021200,Gonoree,Femei,15-17 ani,Incidenta (caz nou),2017,5.0
SAN021200,Gonoree,Femei,15-17 ani,La 100000 locuitori,2017,11.7
SAN021200,Gonoree,Femei,18-19 ani,Incidenta (caz nou),2017,4.0
SAN021200,Gonoree,Femei,18-19 ani,La 100000 locuitori,2017,13.5
SAN021200,Gonoree,Femei,20-29 ani,Incidenta (caz nou),2017,29.0
SAN021200,Gonoree,Femei,20-29 ani,La 100000 locuitori,2017,14.4
SAN021200,Gonoree,Femei,30-39 ani,Incidenta (caz nou),2017,11.0
SAN021200,Gonoree,Femei,30-39 ani,La 100000 locuitori,2017,5.3
SAN021200,Gonoree,Femei,40 ani si peste,Incidenta (caz nou),2017,25.0
SAN021200,Gonoree,Femei,40 ani si peste,La 100000 locuitori,2017,3.5
SAN021200,Gonoree,Femei,Grupe de virsta - total,Incidenta (caz nou),2017,78.0
SAN021200,Gonoree,Femei,Grupe de virsta - total,La 100000 locuitori,2017,5.4
SAN021200,Gonoree,Ambele sexe,0-14 ani,Incidenta (caz nou),2018,
SAN021200,Gonoree,Ambele sexe,0-14 ani,La 100000 locuitori,2018,
SAN021200,Gonoree,Ambele sexe,15-17 ani,Incidenta (caz nou),2018,23.0
SAN021200,Gonoree,Ambele sexe,15-17 ani,La 100000 locuitori,2018,27.0
SAN021200,Gonoree,Ambele sexe,18-19 ani,Incidenta (caz nou),2018,58.0
SAN021200,Gonoree,Ambele sexe,18-19 ani,La 100000 locuitori,2018,101.6
SAN021200,Gonoree,Ambele sexe,20-29 ani,Incidenta (caz nou),2018,394.0
SAN021200,Gonoree,Ambele sexe,20-29 ani,La 100000 locuitori,2018,106.1
SAN021200,Gonoree,Ambele sexe,30-39 ani,Incidenta (caz nou),2018,144.0
SAN021200,Gonoree,Ambele sexe,30-39 ani,La 100000 locuitori,2018,34.6
SAN021200,Gonoree,Ambele sexe,40 ani si peste,Incidenta (caz nou),2018,82.0
SAN021200,Gonoree,Ambele sexe,40 ani si peste,La 100000 locuitori,2018,6.4
SAN021200,Gonoree,Ambele sexe,Grupe de virsta - total,Incidenta (caz nou),2018,701.0
SAN021200,Gonoree,Ambele sexe,Grupe de virsta - total,La 100000 locuitori,2018,25.9
SAN021200,Gonoree,Barbati,0-14 ani,Incidenta (caz nou),2018,
SAN021200,Gonoree,Barbati,0-14 ani,La 100000 locuitori,2018,
SAN021200,Gonoree,Barbati,15-17 ani,Incidenta (caz nou),2018,18.0
SAN021200,Gonoree,Barbati,15-17 ani,La 100000 locuitori,2018,40.9
SAN021200,Gonoree,Barbati,18-19 ani,Incidenta (caz nou),2018,53.0
SAN021200,Gonoree,Barbati,18-19 ani,La 100000 locuitori,2018,181.5
SAN021200,Gonoree,Barbati,20-29 ani,Incidenta (caz nou),2018,370.0
SAN021200,Gonoree,Barbati,20-29 ani,La 100000 locuitori,2018,199.3
SAN021200,Gonoree,Barbati,30-39 ani,Incidenta (caz nou),2018,127.0
SAN021200,Gonoree,Barbati,30-39 ani,La 100000 locuitori,2018,61.3
SAN021200,Gonoree,Barbati,40 ani si peste,Incidenta (caz nou),2018,55.0
SAN021200,Gonoree,Barbati,40 ani si peste,La 100000 locuitori,2018,9.7
SAN021200,Gonoree,Barbati,Grupe de virsta - total,Incidenta (caz nou),2018,623.0
SAN021200,Gonoree,Barbati,Grupe de virsta - total,La 100000 locuitori,2018,48.2
SAN021200,Gonoree,Femei,0-14 ani,Incidenta (caz nou),2018,
SAN021200,Gonoree,Femei,0-14 ani,La 100000 locuitori,2018,
SAN021200,Gonoree,Femei,15-17 ani,Incidenta (caz nou),2018,5.0
SAN021200,Gonoree,Femei,15-17 ani,La 100000 locuitori,2018,12.2
SAN021200,Gonoree,Femei,18-19 ani,Incidenta (caz nou),2018,5.0
SAN021200,Gonoree,Femei,18-19 ani,La 100000 locuitori,2018,17.9
SAN021200,Gonoree,Femei,20-29 ani,Incidenta (caz nou),2018,24.0
SAN021200,Gonoree,Femei,20-29 ani,La 100000 locuitori,2018,12.9
SAN021200,Gonoree,Femei,30-39 ani,Incidenta (caz nou),2018,17.0
SAN021200,Gonoree,Femei,30-39 ani,La 100000 locuitori,2018,8.1
SAN021200,Gonoree,Femei,40 ani si peste,Incidenta (caz nou),2018,27.0
SAN021200,Gonoree,Femei,40 ani si peste,La 100000 locuitori,2018,3.8
SAN021200,Gonoree,Femei,Grupe de virsta - total,Incidenta (caz nou),2018,78.0
SAN021200,Gonoree,Femei,Grupe de virsta - total,La 100000 locuitori,2018,5.5
SAN021200,Gonoree,Ambele sexe,0-14 ani,Incidenta (caz nou),2019,
SAN021200,Gonoree,Ambele sexe,0-14 ani,La 100000 locuitori,2019,
SAN021200,Gonoree,Ambele sexe,15-17 ani,Incidenta (caz nou),2019,
SAN021200,Gonoree,Ambele sexe,15-17 ani,La 100000 locuitori,2019,
SAN021200,Gonoree,Ambele sexe,18-19 ani,Incidenta (caz nou),2019,75.0
SAN021200,Gonoree,Ambele sexe,18-19 ani,La 100000 locuitori,2019,136.0
SAN021200,Gonoree,Ambele sexe,20-29 ani,Incidenta (caz nou),2019,348.0
SAN021200,Gonoree,Ambele sexe,20-29 ani,La 100000 locuitori,2019,101.6
SAN021200,Gonoree,Ambele sexe,30-39 ani,Incidenta (caz nou),2019,141.0
SAN021200,Gonoree,Ambele sexe,30-39 ani,La 100000 locuitori,2019,33.9
SAN021200,Gonoree,Ambele sexe,40 ani si peste,Incidenta (caz nou),2019,73.0
SAN021200,Gonoree,Ambele sexe,40 ani si peste,La 100000 locuitori,2019,5.7
SAN021200,Gonoree,Ambele sexe,Grupe de virsta - total,Incidenta (caz nou),2019,665.0
SAN021200,Gonoree,Ambele sexe,Grupe de virsta - total,La 100000 locuitori,2019,25.0
SAN021200,Gonoree,Barbati,0-14 ani,Incidenta (caz nou),2019,
SAN021200,Gonoree,Barbati,0-14 ani,La 100000 locuitori,2019,
SAN021200,Gonoree,Barbati,15-17 ani,Incidenta (caz nou),2019,
SAN021200,Gonoree,Barbati,15-17 ani,La 100000 locuitori,2019,
SAN021200,Gonoree,Barbati,18-19 ani,Incidenta (caz nou),2019,65.0
SAN021200,Gonoree,Barbati,18-19 ani,La 100000 locuitori,2019,229.4
SAN021200,Gonoree,Barbati,20-29 ani,Incidenta (caz nou),2019,327.0
SAN021200,Gonoree,Barbati,20-29 ani,La 100000 locuitori,2019,190.5
SAN021200,Gonoree,Barbati,30-39 ani,Incidenta (caz nou),2019,125.0
SAN021200,Gonoree,Barbati,30-39 ani,La 100000 locuitori,2019,60.4
SAN021200,Gonoree,Barbati,40 ani si peste,Incidenta (caz nou),2019,53.0
SAN021200,Gonoree,Barbati,40 ani si peste,La 100000 locuitori,2019,9.3
SAN021200,Gonoree,Barbati,Grupe de virsta - total,Incidenta (caz nou),2019,591.0
SAN021200,Gonoree,Barbati,Grupe de virsta - total,La 100000 locuitori,2019,46.5
SAN021200,Gonoree,Femei,0-14 ani,Incidenta (caz nou),2019,
SAN021200,Gonoree,Femei,0-14 ani,La 100000 locuitori,2019,
SAN021200,Gonoree,Femei,15-17 ani,Incidenta (caz nou),2019,7.0
SAN021200,Gonoree,Femei,15-17 ani,La 100000 locuitori,2019,17.3
SAN021200,Gonoree,Femei,18-19 ani,Incidenta (caz nou),2019,10.0
SAN021200,Gonoree,Femei,18-19 ani,La 100000 locuitori,2019,37.3
SAN021200,Gonoree,Femei,20-29 ani,Incidenta (caz nou),2019,21.0
SAN021200,Gonoree,Femei,20-29 ani,La 100000 locuitori,2019,12.3
SAN021200,Gonoree,Femei,30-39 ani,Incidenta (caz nou),2019,16.0
SAN021200,Gonoree,Femei,30-39 ani,La 100000 locuitori,2019,7.7
SAN021200,Gonoree,Femei,40 ani si peste,Incidenta (caz nou),2019,20.0
SAN021200,Gonoree,Femei,40 ani si peste,La 100000 locuitori,2019,2.8
SAN021200,Gonoree,Femei,Grupe de virsta - total,Incidenta (caz nou),2019,74.0
SAN021200,Gonoree,Femei,Grupe de virsta - total,La 100000 locuitori,2019,5.3
SAN021200,Gonoree,Ambele sexe,0-14 ani,Incidenta (caz nou),2020,
SAN021200,Gonoree,Ambele sexe,0-14 ani,La 100000 locuitori,2020,
SAN021200,Gonoree,Ambele sexe,15-17 ani,Incidenta (caz nou),2020,
SAN021200,Gonoree,Ambele sexe,15-17 ani,La 100000 locuitori,2020,
SAN021200,Gonoree,Ambele sexe,18-19 ani,Incidenta (caz nou),2020,41.0
SAN021200,Gonoree,Ambele sexe,18-19 ani,La 100000 locuitori,2020,77.0
SAN021200,Gonoree,Ambele sexe,20-29 ani,Incidenta (caz nou),2020,253.0
SAN021200,Gonoree,Ambele sexe,20-29 ani,La 100000 locuitori,2020,78.8
SAN021200,Gonoree,Ambele sexe,30-39 ani,Incidenta (caz nou),2020,99.0
SAN021200,Gonoree,Ambele sexe,30-39 ani,La 100000 locuitori,2020,23.8
SAN021200,Gonoree,Ambele sexe,40 ani si peste,Incidenta (caz nou),2020,62.0
SAN021200,Gonoree,Ambele sexe,40 ani si peste,La 100000 locuitori,2020,4.9
SAN021200,Gonoree,Ambele sexe,Grupe de virsta - total,Incidenta (caz nou),2020,480.0
SAN021200,Gonoree,Ambele sexe,Grupe de virsta - total,La 100000 locuitori,2020,18.2
SAN021200,Gonoree,Barbati,0-14 ani,Incidenta (caz nou),2020,
SAN021200,Gonoree,Barbati,0-14 ani,La 100000 locuitori,2020,
SAN021200,Gonoree,Barbati,15-17 ani,Incidenta (caz nou),2020,
SAN021200,Gonoree,Barbati,15-17 ani,La 100000 locuitori,2020,
SAN021200,Gonoree,Barbati,18-19 ani,Incidenta (caz nou),2020,33.0
SAN021200,Gonoree,Barbati,18-19 ani,La 100000 locuitori,2020,120.3
SAN021200,Gonoree,Barbati,20-29 ani,Incidenta (caz nou),2020,234.0
SAN021200,Gonoree,Barbati,20-29 ani,La 100000 locuitori,2020,144.9
SAN021200,Gonoree,Barbati,30-39 ani,Incidenta (caz nou),2020,85.0
SAN021200,Gonoree,Barbati,30-39 ani,La 100000 locuitori,2020,40.9
SAN021200,Gonoree,Barbati,40 ani si peste,Incidenta (caz nou),2020,31.0
SAN021200,Gonoree,Barbati,40 ani si peste,La 100000 locuitori,2020,5.5
SAN021200,Gonoree,Barbati,Grupe de virsta - total,Incidenta (caz nou),2020,397.0
SAN021200,Gonoree,Barbati,Grupe de virsta - total,La 100000 locuitori,2020,31.6
SAN021200,Gonoree,Femei,0-14 ani,Incidenta (caz nou),2020,
SAN021200,Gonoree,Femei,0-14 ani,La 100000 locuitori,2020,
SAN021200,Gonoree,Femei,15-17 ani,Incidenta (caz nou),2020,
SAN021200,Gonoree,Femei,15-17 ani,La 100000 locuitori,2020,
SAN021200,Gonoree,Femei,18-19 ani,Incidenta (caz nou),2020,8.0
SAN021200,Gonoree,Femei,18-19 ani,La 100000 locuitori,2020,31.0
SAN021200,Gonoree,Femei,20-29 ani,Incidenta (caz nou),2020,19.0
SAN021200,Gonoree,Femei,20-29 ani,La 100000 locuitori,2020,11.9
SAN021200,Gonoree,Femei,30-39 ani,Incidenta (caz nou),2020,14.0
SAN021200,Gonoree,Femei,30-39 ani,La 100000 locuitori,2020,6.7
SAN021200,Gonoree,Femei,40 ani si peste,Incidenta (caz nou),2020,31.0
SAN021200,Gonoree,Femei,40 ani si peste,La 100000 locuitori,2020,4.4
SAN021200,Gonoree,Femei,Grupe de virsta - total,Incidenta (caz nou),2020,83.0
SAN021200,Gonoree,Femei,Grupe de virsta - total,La 100000 locuitori,2020,6.0
SAN021200,Gonoree,Ambele sexe,0-14 ani,Incidenta (caz nou),2021,
SAN021200,Gonoree,Ambele sexe,0-14 ani,La 100000 locuitori,2021,
SAN021200,Gonoree,Ambele sexe,15-17 ani,Incidenta (caz nou),2021,
SAN021200,Gonoree,Ambele sexe,15-17 ani,La 100000 locuitori,2021,
SAN021200,Gonoree,Ambele sexe,18-19 ani,Incidenta (caz nou),2021,48.0
SAN021200,Gonoree,Ambele sexe,18-19 ani,La 100000 locuitori,2021,93.9
SAN021200,Gonoree,Ambele sexe,20-29 ani,Incidenta (caz nou),2021,270.0
SAN021200,Gonoree,Ambele sexe,20-29 ani,La 100000 locuitori,2021,90.1
SAN021200,Gonoree,Ambele sexe,30-39 ani,Incidenta (caz nou),2021,126.0
SAN021200,Gonoree,Ambele sexe,30-39 ani,La 100000 locuitori,2021,30.6
SAN021200,Gonoree,Ambele sexe,40 ani si peste,Incidenta (caz nou),2021,76.0
SAN021200,Gonoree,Ambele sexe,40 ani si peste,La 100000 locuitori,2021,6.0
SAN021200,Gonoree,Ambele sexe,Grupe de virsta - total,Incidenta (caz nou),2021,544.0
SAN021200,Gonoree,Ambele sexe,Grupe de virsta - total,La 100000 locuitori,2021,21.0
SAN021200,Gonoree,Barbati,0-14 ani,Incidenta (caz nou),2021,
SAN021200,Gonoree,Barbati,0-14 ani,La 100000 locuitori,2021,
SAN021200,Gonoree,Barbati,15-17 ani,Incidenta (caz nou),2021,
SAN021200,Gonoree,Barbati,15-17 ani,La 100000 locuitori,2021,
SAN021200,Gonoree,Barbati,18-19 ani,Incidenta (caz nou),2021,43.0
SAN021200,Gonoree,Barbati,18-19 ani,La 100000 locuitori,2021,163.5
SAN021200,Gonoree,Barbati,20-29 ani,Incidenta (caz nou),2021,243.0
SAN021200,Gonoree,Barbati,20-29 ani,La 100000 locuitori,2021,161.4
SAN021200,Gonoree,Barbati,30-39 ani,Incidenta (caz nou),2021,108.0
SAN021200,Gonoree,Barbati,30-39 ani,La 100000 locuitori,2021,52.6
SAN021200,Gonoree,Barbati,40 ani si peste,Incidenta (caz nou),2021,48.0
SAN021200,Gonoree,Barbati,40 ani si peste,La 100000 locuitori,2021,8.5
SAN021200,Gonoree,Barbati,Grupe de virsta - total,Incidenta (caz nou),2021,459.0
SAN021200,Gonoree,Barbati,Grupe de virsta - total,La 100000 locuitori,2021,37.1
SAN021200,Gonoree,Femei,0-14 ani,Incidenta (caz nou),2021,
SAN021200,Gonoree,Femei,0-14 ani,La 100000 locuitori,2021,
SAN021200,Gonoree,Femei,15-17 ani,Incidenta (caz nou),2021,
SAN021200,Gonoree,Femei,15-17 ani,La 100000 locuitori,2021,
SAN021200,Gonoree,Femei,18-19 ani,Incidenta (caz nou),2021,5.0
SAN021200,Gonoree,Femei,18-19 ani,La 100000 locuitori,2021,20.1
SAN021200,Gonoree,Femei,20-29 ani,Incidenta (caz nou),2021,27.0
SAN021200,Gonoree,Femei,20-29 ani,La 100000 locuitori,2021,18.1
SAN021200,Gonoree,Femei,30-39 ani,Incidenta (caz nou),2021,18.0
SAN021200,Gonoree,Femei,30-39 ani,La 100000 locuitori,2021,8.7
SAN021200,Gonoree,Femei,40 ani si peste,Incidenta (caz nou),2021,28.0
SAN021200,Gonoree,Femei,40 ani si peste,La 100000 locuitori,2021,4.0
SAN021200,Gonoree,Femei,Grupe de virsta - total,Incidenta (caz nou),2021,85.0
SAN021200,Gonoree,Femei,Grupe de virsta - total,La 100000 locuitori,2021,6.2
SAN021200,Gonoree,Ambele sexe,0-14 ani,Incidenta (caz nou),2022,
SAN021200,Gonoree,Ambele sexe,0-14 ani,La 100000 locuitori,2022,
SAN021200,Gonoree,Ambele sexe,15-17 ani,Incidenta (caz nou),2022,
SAN021200,Gonoree,Ambele sexe,15-17 ani,La 100000 locuitori,2022,
SAN021200,Gonoree,Ambele sexe,18-19 ani,Incidenta (caz nou),2022,43.0
SAN021200,Gonoree,Ambele sexe,18-19 ani,La 100000 locuitori,2022,86.6
SAN021200,Gonoree,Ambele sexe,20-29 ani,Incidenta (caz nou),2022,180.0
SAN021200,Gonoree,Ambele sexe,20-29 ani,La 100000 locuitori,2022,66.3
SAN021200,Gonoree,Ambele sexe,30-39 ani,Incidenta (caz nou),2022,107.0
SAN021200,Gonoree,Ambele sexe,30-39 ani,La 100000 locuitori,2022,26.9
SAN021200,Gonoree,Ambele sexe,40 ani si peste,Incidenta (caz nou),2022,80.0
SAN021200,Gonoree,Ambele sexe,40 ani si peste,La 100000 locuitori,2022,6.3
SAN021200,Gonoree,Ambele sexe,Grupe de virsta - total,Incidenta (caz nou),2022,431.0
SAN021200,Gonoree,Ambele sexe,Grupe de virsta - total,La 100000 locuitori,2022,17.0
SAN021200,Gonoree,Barbati,0-14 ani,Incidenta (caz nou),2022,
SAN021200,Gonoree,Barbati,0-14 ani,La 100000 locuitori,2022,
SAN021200,Gonoree,Barbati,15-17 ani,Incidenta (caz nou),2022,
SAN021200,Gonoree,Barbati,15-17 ani,La 100000 locuitori,2022,
SAN021200,Gonoree,Barbati,18-19 ani,Incidenta (caz nou),2022,41.0
SAN021200,Gonoree,Barbati,18-19 ani,La 100000 locuitori,2022,162.6
SAN021200,Gonoree,Barbati,20-29 ani,Incidenta (caz nou),2022,167.0
SAN021200,Gonoree,Barbati,20-29 ani,La 100000 locuitori,2022,123.9
SAN021200,Gonoree,Barbati,30-39 ani,Incidenta (caz nou),2022,89.0
SAN021200,Gonoree,Barbati,30-39 ani,La 100000 locuitori,2022,45.3
SAN021200,Gonoree,Barbati,40 ani si peste,Incidenta (caz nou),2022,56.0
SAN021200,Gonoree,Barbati,40 ani si peste,La 100000 locuitori,2022,10.0
SAN021200,Gonoree,Barbati,Grupe de virsta - total,Incidenta (caz nou),2022,367.0
SAN021200,Gonoree,Barbati,Grupe de virsta - total,La 100000 locuitori,2022,30.7
SAN021200,Gonoree,Femei,0-14 ani,Incidenta (caz nou),2022,
SAN021200,Gonoree,Femei,0-14 ani,La 100000 locuitori,2022,
SAN021200,Gonoree,Femei,15-17 ani,Incidenta (caz nou),2022,
SAN021200,Gonoree,Femei,15-17 ani,La 100000 locuitori,2022,
SAN021200,Gonoree,Femei,18-19 ani,Incidenta (caz nou),2022,2.0
SAN021200,Gonoree,Femei,18-19 ani,La 100000 locuitori,2022,8.2
SAN021200,Gonoree,Femei,20-29 ani,Incidenta (caz nou),2022,13.0
SAN021200,Gonoree,Femei,20-29 ani,La 100000 locuitori,2022,9.5
SAN021200,Gonoree,Femei,30-39 ani,Incidenta (caz nou),2022,18.0
SAN021200,Gonoree,Femei,30-39 ani,La 100000 locuitori,2022,8.9
SAN021200,Gonoree,Femei,40 ani si peste,Incidenta (caz nou),2022,24.0
SAN021200,Gonoree,Femei,40 ani si peste,La 100000 locuitori,2022,3.4
SAN021200,Gonoree,Femei,Grupe de virsta - total,Incidenta (caz nou),2022,64.0
SAN021200,Gonoree,Femei,Grupe de virsta - total,La 100000 locuitori,2022,4.8
SAN021200,Gonoree,Ambele sexe,0-14 ani,Incidenta (caz nou),2023,
SAN021200,Gonoree,Ambele sexe,0-14 ani,La 100000 locuitori,2023,
SAN021200,Gonoree,Ambele sexe,15-17 ani,Incidenta (caz nou),2023,
SAN021200,Gonoree,Ambele sexe,15-17 ani,La 100000 locuitori,2023,
SAN021200,Gonoree,Ambele sexe,18-19 ani,Incidenta (caz nou),2023,32.0
SAN021200,Gonoree,Ambele sexe,18-19 ani,La 100000 locuitori,2023,64.6
SAN021200,Gonoree,Ambele sexe,20-29 ani,Incidenta (caz nou),2023,131.0
SAN021200,Gonoree,Ambele sexe,20-29 ani,La 100000 locuitori,2023,53.8
SAN021200,Gonoree,Ambele sexe,30-39 ani,Incidenta (caz nou),2023,62.0
SAN021200,Gonoree,Ambele sexe,30-39 ani,La 100000 locuitori,2023,16.3
SAN021200,Gonoree,Ambele sexe,40 ani si peste,Incidenta (caz nou),2023,44.0
SAN021200,Gonoree,Ambele sexe,40 ani si peste,La 100000 locuitori,2023,3.5
SAN021200,Gonoree,Ambele sexe,Grupe de virsta - total,Incidenta (caz nou),2023,285.0
SAN021200,Gonoree,Ambele sexe,Grupe de virsta - total,La 100000 locuitori,2023,11.6
SAN021200,Gonoree,Barbati,0-14 ani,Incidenta (caz nou),2023,
SAN021200,Gonoree,Barbati,0-14 ani,La 100000 locuitori,2023,
SAN021200,Gonoree,Barbati,15-17 ani,Incidenta (caz nou),2023,
SAN021200,Gonoree,Barbati,15-17 ani,La 100000 locuitori,2023,
SAN021200,Gonoree,Barbati,18-19 ani,Incidenta (caz nou),2023,25.0
SAN021200,Gonoree,Barbati,18-19 ani,La 100000 locuitori,2023,100.6
SAN021200,Gonoree,Barbati,20-29 ani,Incidenta (caz nou),2023,119.0
SAN021200,Gonoree,Barbati,20-29 ani,La 100000 locuitori,2023,100.1
SAN021200,Gonoree,Barbati,30-39 ani,Incidenta (caz nou),2023,56.0
SAN021200,Gonoree,Barbati,30-39 ani,La 100000 locuitori,2023,30.4
SAN021200,Gonoree,Barbati,40 ani si peste,Incidenta (caz nou),2023,23.0
SAN021200,Gonoree,Barbati,40 ani si peste,La 100000 locuitori,2023,4.1
SAN021200,Gonoree,Barbati,Grupe de virsta - total,Incidenta (caz nou),2023,236.0
SAN021200,Gonoree,Barbati,Grupe de virsta - total,La 100000 locuitori,2023,20.5
SAN021200,Gonoree,Femei,0-14 ani,Incidenta (caz nou),2023,
SAN021200,Gonoree,Femei,0-14 ani,La 100000 locuitori,2023,
SAN021200,Gonoree,Femei,15-17 ani,Incidenta (caz nou),2023,
SAN021200,Gonoree,Femei,15-17 ani,La 100000 locuitori,2023,
SAN021200,Gonoree,Femei,18-19 ani,Incidenta (caz nou),2023,7.0
SAN021200,Gonoree,Femei,18-19 ani,La 100000 locuitori,2023,28.3
SAN021200,Gonoree,Femei,20-29 ani,Incidenta (caz nou),2023,12.0
SAN021200,Gonoree,Femei,20-29 ani,La 100000 locuitori,2023,9.6
SAN021200,Gonoree,Femei,30-39 ani,Incidenta (caz nou),2023,6.0
SAN021200,Gonoree,Femei,30-39 ani,La 100000 locuitori,2023,3.1
SAN021200,Gonoree,Femei,40 ani si peste,Incidenta (caz nou),2023,21.0
SAN021200,Gonoree,Femei,40 ani si peste,La 100000 locuitori,2023,3.0
SAN021200,Gonoree,Femei,Grupe de virsta - total,Incidenta (caz nou),2023,49.0
SAN021200,Gonoree,Femei,Grupe de virsta - total,La 100000 locuitori,2023,3.7
SAN021200,Gonoree,Ambele sexe,0-14 ani,Incidenta (caz nou),2024,
SAN021200,Gonoree,Ambele sexe,0-14 ani,La 100000 locuitori,2024,
SAN021200,Gonoree,Ambele sexe,15-17 ani,Incidenta (caz nou),2024,
SAN021200,Gonoree,Ambele sexe,15-17 ani,La 100000 locuitori,2024,
SAN021200,Gonoree,Ambele sexe,18-19 ani,Incidenta (caz nou),2024,
SAN021200,Gonoree,Ambele sexe,18-19 ani,La 100000 locuitori,2024,
SAN021200,Gonoree,Ambele sexe,20-29 ani,Incidenta (caz nou),2024,104.0
SAN021200,Gonoree,Ambele sexe,20-29 ani,La 100000 locuitori,2024,46.6
SAN021200,Gonoree,Ambele sexe,30-39 ani,Incidenta (caz nou),2024,67.0
SAN021200,Gonoree,Ambele sexe,30-39 ani,La 100000 locuitori,2024,18.5
SAN021200,Gonoree,Ambele sexe,40 ani si peste,Incidenta (caz nou),2024,28.0
SAN021200,Gonoree,Ambele sexe,40 ani si peste,La 100000 locuitori,2024,2.2
SAN021200,Gonoree,Ambele sexe,Grupe de virsta - total,Incidenta (caz nou),2024,237.0
SAN021200,Gonoree,Ambele sexe,Grupe de virsta - total,La 100000 locuitori,2024,9.9
SAN021200,Gonoree,Barbati,0-14 ani,Incidenta (caz nou),2024,
SAN021200,Gonoree,Barbati,0-14 ani,La 100000 locuitori,2024,
SAN021200,Gonoree,Barbati,15-17 ani,Incidenta (caz nou),2024,
SAN021200,Gonoree,Barbati,15-17 ani,La 100000 locuitori,2024,
SAN021200,Gonoree,Barbati,18-19 ani,Incidenta (caz nou),2024,
SAN021200,Gonoree,Barbati,18-19 ani,La 100000 locuitori,2024,
SAN021200,Gonoree,Barbati,20-29 ani,Incidenta (caz nou),2024,93.0
SAN021200,Gonoree,Barbati,20-29 ani,La 100000 locuitori,2024,86.6
SAN021200,Gonoree,Barbati,30-39 ani,Incidenta (caz nou),2024,62.0
SAN021200,Gonoree,Barbati,30-39 ani,La 100000 locuitori,2024,35.8
SAN021200,Gonoree,Barbati,40 ani si peste,Incidenta (caz nou),2024,18.0
SAN021200,Gonoree,Barbati,40 ani si peste,La 100000 locuitori,2024,3.3
SAN021200,Gonoree,Barbati,Grupe de virsta - total,Incidenta (caz nou),2024,209.0
SAN021200,Gonoree,Barbati,Grupe de virsta - total,La 100000 locuitori,2024,18.7
SAN021200,Gonoree,Femei,0-14 ani,Incidenta (caz nou),2024,
SAN021200,Gonoree,Femei,0-14 ani,La 100000 locuitori,2024,
SAN021200,Gonoree,Femei,15-17 ani,Incidenta (caz nou),2024,
SAN021200,Gonoree,Femei,15-17 ani,La 100000 locuitori,2024,
SAN021200,Gonoree,Femei,18-19 ani,Incidenta (caz nou),2024,
SAN021200,Gonoree,Femei,18-19 ani,La 100000 locuitori,2024,
SAN021200,Gonoree,Femei,20-29 ani,Incidenta (caz nou),2024,11.0
SAN021200,Gonoree,Femei,20-29 ani,La 100000 locuitori,2024,9.5
SAN021200,Gonoree,Femei,30-39 ani,Incidenta (caz nou),2024,5.0
SAN021200,Gonoree,Femei,30-39 ani,La 100000 locuitori,2024,2.6
SAN021200,Gonoree,Femei,40 ani si peste,Incidenta (caz nou),2024,10.0
SAN021200,Gonoree,Femei,40 ani si peste,La 100000 locuitori,2024,1.4
SAN021200,Gonoree,Femei,Grupe de virsta - total,Incidenta (caz nou),2024,28.0
SAN021200,Gonoree,Femei,Grupe de virsta - total,La 100000 locuitori,2024,2.2
SAN021200,Sifilis,Ambele sexe,0-14 ani,Incidenta (caz nou),2014,25.0
SAN021200,Sifilis,Ambele sexe,0-14 ani,La 100000 locuitori,2014,4.9
SAN021200,Sifilis,Ambele sexe,15-17 ani,Incidenta (caz nou),2014,80.0
SAN021200,Sifilis,Ambele sexe,15-17 ani,La 100000 locuitori,2014,76.2
SAN021200,Sifilis,Ambele sexe,18-19 ani,Incidenta (caz nou),2014,136.0
SAN021200,Sifilis,Ambele sexe,18-19 ani,La 100000 locuitori,2014,166.6
SAN021200,Sifilis,Ambele sexe,20-29 ani,Incidenta (caz nou),2014,770.0
SAN021200,Sifilis,Ambele sexe,20-29 ani,La 100000 locuitori,2014,161.0
SAN021200,Sifilis,Ambele sexe,30-39 ani,Incidenta (caz nou),2014,369.0
SAN021200,Sifilis,Ambele sexe,30-39 ani,La 100000 locuitori,2014,91.3
SAN021200,Sifilis,Ambele sexe,40 ani si peste,Incidenta (caz nou),2014,475.0
SAN021200,Sifilis,Ambele sexe,40 ani si peste,La 100000 locuitori,2014,37.2
SAN021200,Sifilis,Ambele sexe,Grupe de virsta - total,Incidenta (caz nou),2014,1855.0
SAN021200,Sifilis,Ambele sexe,Grupe de virsta - total,La 100000 locuitori,2014,64.9
SAN021200,Sifilis,Barbati,0-14 ani,Incidenta (caz nou),2014,8.0
SAN021200,Sifilis,Barbati,0-14 ani,La 100000 locuitori,2014,3.0
SAN021200,Sifilis,Barbati,15-17 ani,Incidenta (caz nou),2014,21.0
SAN021200,Sifilis,Barbati,15-17 ani,La 100000 locuitori,2014,39.1
SAN021200,Sifilis,Barbati,18-19 ani,Incidenta (caz nou),2014,50.0
