"Diviziuni de marfuri si servicii, conform clasificatorului COICOP",Ani,Luni,value
03 Imbracaminte si incaltaminte,2016,Noiembrie,112.07
03 Imbracaminte si incaltaminte,2016,Decembrie,112.45
03 Imbracaminte si incaltaminte,2017,Ianuarie,112.58
03 Imbracaminte si incaltaminte,2017,Februarie,112.95
03 Imbracaminte si incaltaminte,2017,Martie,113.64
03 Imbracaminte si incaltaminte,2017,Aprilie,114.37
03 Imbracaminte si incaltaminte,2017,Mai,115.08
03 Imbracaminte si incaltaminte,2017,Iunie,115.43
03 Imbracaminte si incaltaminte,2017,Iulie,115.52
03 Imbracaminte si incaltaminte,2017,August,115.95
03 Imbracaminte si incaltaminte,2017,Septembrie,116.78
03 Imbracaminte si incaltaminte,2017,Octombrie,117.96
03 Imbracaminte si incaltaminte,2017,Noiembrie,118.57
03 Imbracaminte si incaltaminte,2017,Decembrie,119.16
03 Imbracaminte si incaltaminte,2018,Ianuarie,119.22
03 Imbracaminte si incaltaminte,2018,Februarie,119.18
03 Imbracaminte si incaltaminte,2018,Martie,119.30
03 Imbracaminte si incaltaminte,2018,Aprilie,119.97
03 Imbracaminte si incaltaminte,2018,Mai,120.12
03 Imbracaminte si incaltaminte,2018,Iunie,120.25
03 Imbracaminte si incaltaminte,2018,Iulie,120.27
03 Imbracaminte si incaltaminte,2018,August,120.28
03 Imbracaminte si incaltaminte,2018,Septembrie,120.96
03 Imbracaminte si incaltaminte,2018,Octombrie,121.54
03 Imbracaminte si incaltaminte,2018,Noiembrie,121.84
03 Imbracaminte si incaltaminte,2018,Decembrie,121.95
03 Imbracaminte si incaltaminte,2019,Ianuarie,122.24
03 Imbracaminte si incaltaminte,2019,Februarie,122.63
03 Imbracaminte si incaltaminte,2019,Martie,123.70
03 Imbracaminte si incaltaminte,2019,Aprilie,124.25
03 Imbracaminte si incaltaminte,2019,Mai,124.74
03 Imbracaminte si incaltaminte,2019,Iunie,125.02
03 Imbracaminte si incaltaminte,2019,Iulie,125.22
03 Imbracaminte si incaltaminte,2019,August,125.81
03 Imbracaminte si incaltaminte,2019,Septembrie,126.66
03 Imbracaminte si incaltaminte,2019,Octombrie,127.68
03 Imbracaminte si incaltaminte,2019,Noiembrie,128.24
03 Imbracaminte si incaltaminte,2019,Decembrie,128.85
03 Imbracaminte si incaltaminte,2020,Ianuarie,128.72
03 Imbracaminte si incaltaminte,2020,Februarie,128.08
03 Imbracaminte si incaltaminte,2020,Martie,128.13
03 Imbracaminte si incaltaminte,2020,Aprilie,128.27
03 Imbracaminte si incaltaminte,2020,Mai,128.63
03 Imbracaminte si incaltaminte,2020,Iunie,129.21
03 Imbracaminte si incaltaminte,2020,Iulie,129.39
03 Imbracaminte si incaltaminte,2020,August,128.23
03 Imbracaminte si incaltaminte,2020,Septembrie,128.19
03 Imbracaminte si incaltaminte,2020,Octombrie,129.05
03 Imbracaminte si incaltaminte,2020,Noiembrie,129.24
03 Imbracaminte si incaltaminte,2020,Decembrie,129.26
03 Imbracaminte si incaltaminte,2021,Ianuarie,129.44
03 Imbracaminte si incaltaminte,2021,Februarie,128.98
03 Imbracaminte si incaltaminte,2021,Martie,129.27
03 Imbracaminte si incaltaminte,2021,Aprilie,129.72
03 Imbracaminte si incaltaminte,2021,Mai,130.07
03 Imbracaminte si incaltaminte,2021,Iunie,130.91
03 Imbracaminte si incaltaminte,2021,Iulie,131.52
03 Imbracaminte si incaltaminte,2021,August,133.88
03 Imbracaminte si incaltaminte,2021,Septembrie,136.08
03 Imbracaminte si incaltaminte,2021,Octombrie,137.97
03 Imbracaminte si incaltaminte,2021,Noiembrie,140.13
03 Imbracaminte si incaltaminte,2021,Decembrie,142.30
03 Imbracaminte si incaltaminte,2022,Ianuarie,142.80
03 Imbracaminte si incaltaminte,2022,Februarie,143.85
03 Imbracaminte si incaltaminte,2022,Martie,145.14
03 Imbracaminte si incaltaminte,2022,Aprilie,146.58
03 Imbracaminte si incaltaminte,2022,Mai,149.24
03 Imbracaminte si incaltaminte,2022,Iunie,150.16
03 Imbracaminte si incaltaminte,2022,Iulie,151.57
03 Imbracaminte si incaltaminte,2022,August,153.03
03 Imbracaminte si incaltaminte,2022,Septembrie,155.95
03 Imbracaminte si incaltaminte,2022,Octombrie,158.20
03 Imbracaminte si incaltaminte,2022,Noiembrie,159.58
03 Imbracaminte si incaltaminte,2022,Decembrie,160.42
03 Imbracaminte si incaltaminte,2023,Ianuarie,160.59
03 Imbracaminte si incaltaminte,2023,Februarie,160.73
03 Imbracaminte si incaltaminte,2023,Martie,161.45
03 Imbracaminte si incaltaminte,2023,Aprilie,162.24
03 Imbracaminte si incaltaminte,2023,Mai,163.28
03 Imbracaminte si incaltaminte,2023,Iunie,163.85
03 Imbracaminte si incaltaminte,2023,Iulie,164.33
03 Imbracaminte si incaltaminte,2023,August,164.90
03 Imbracaminte si incaltaminte,2023,Septembrie,165.73
03 Imbracaminte si incaltaminte,2023,Octombrie,168.07
03 Imbracaminte si incaltaminte,2023,Noiembrie,170.72
03 Imbracaminte si incaltaminte,2023,Decembrie,171.32
03 Imbracaminte si incaltaminte,2024,Ianuarie,171.77
03 Imbracaminte si incaltaminte,2024,Februarie,171.80
03 Imbracaminte si incaltaminte,2024,Martie,172.85
03 Imbracaminte si incaltaminte,2024,Aprilie,174.65
03 Imbracaminte si incaltaminte,2024,Mai,176.31
03 Imbracaminte si incaltaminte,2024,Iunie,177.09
03 Imbracaminte si incaltaminte,2024,Iulie,177.33
03 Imbracaminte si incaltaminte,2024,August,177.93
03 Imbracaminte si incaltaminte,2024,Septembrie,178.82
03 Imbracaminte si incaltaminte,2024,Octombrie,180.06
03 Imbracaminte si incaltaminte,2024,Noiembrie,181.52
03 Imbracaminte si incaltaminte,2024,Decembrie,182.02
03 Imbracaminte si incaltaminte,2025,Ianuarie,182.45
03 Imbracaminte si incaltaminte,2025,Februarie,183.10
03 Imbracaminte si incaltaminte,2025,Martie,183.76
03 Imbracaminte si incaltaminte,2025,Aprilie,184.92
03 Imbracaminte si incaltaminte,2025,Mai,186.28
03 Imbracaminte si incaltaminte,2025,Iunie,186.76
03 Imbracaminte si incaltaminte,2025,Iulie,187.09
03 Imbracaminte si incaltaminte,2025,August,187.83
03 Imbracaminte si incaltaminte,2025,Septembrie,189.06
03 Imbracaminte si incaltaminte,2025,Octombrie,190.54
03 Imbracaminte si incaltaminte,2025,Noiembrie,191.31
03 Imbracaminte si incaltaminte,2025,Decembrie,191.64
03 Imbracaminte si incaltaminte,2026,Ianuarie,191.94
03 Imbracaminte si incaltaminte,2026,Februarie,192.13
03 Imbracaminte si incaltaminte,2026,Martie,192.90
03 Imbracaminte si incaltaminte,2026,Aprilie,193.76
03 Imbracaminte si incaltaminte,2026,Mai,194.46
03 Imbracaminte si incaltaminte,2026,Iunie,..
03 Imbracaminte si incaltaminte,2026,Iulie,..
03 Imbracaminte si incaltaminte,2026,August,..
03 Imbracaminte si incaltaminte,2026,Septembrie,..
03 Imbracaminte si incaltaminte,2026,Octombrie,..
03 Imbracaminte si incaltaminte,2026,Noiembrie,..
03 Imbracaminte si incaltaminte,2026,Decembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1994,Ianuarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1994,Februarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1994,Martie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1994,Aprilie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1994,Mai,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1994,Iunie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1994,Iulie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1994,August,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1994,Septembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1994,Octombrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1994,Noiembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1994,Decembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1995,Ianuarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1995,Februarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1995,Martie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1995,Aprilie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1995,Mai,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1995,Iunie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1995,Iulie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1995,August,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1995,Septembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1995,Octombrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1995,Noiembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1995,Decembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1996,Ianuarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1996,Februarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1996,Martie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1996,Aprilie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1996,Mai,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1996,Iunie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1996,Iulie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1996,August,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1996,Septembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1996,Octombrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1996,Noiembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1996,Decembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1997,Ianuarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1997,Februarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1997,Martie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1997,Aprilie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1997,Mai,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1997,Iunie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1997,Iulie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1997,August,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1997,Septembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1997,Octombrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1997,Noiembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1997,Decembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1998,Ianuarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1998,Februarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1998,Martie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1998,Aprilie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1998,Mai,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1998,Iunie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1998,Iulie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1998,August,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1998,Septembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1998,Octombrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1998,Noiembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1998,Decembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1999,Ianuarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1999,Februarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1999,Martie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1999,Aprilie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1999,Mai,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1999,Iunie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1999,Iulie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1999,August,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1999,Septembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1999,Octombrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1999,Noiembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",1999,Decembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2000,Ianuarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2000,Februarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2000,Martie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2000,Aprilie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2000,Mai,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2000,Iunie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2000,Iulie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2000,August,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2000,Septembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2000,Octombrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2000,Noiembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2000,Decembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2001,Ianuarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2001,Februarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2001,Martie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2001,Aprilie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2001,Mai,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2001,Iunie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2001,Iulie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2001,August,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2001,Septembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2001,Octombrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2001,Noiembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2001,Decembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2002,Ianuarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2002,Februarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2002,Martie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2002,Aprilie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2002,Mai,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2002,Iunie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2002,Iulie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2002,August,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2002,Septembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2002,Octombrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2002,Noiembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2002,Decembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2003,Ianuarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2003,Februarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2003,Martie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2003,Aprilie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2003,Mai,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2003,Iunie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2003,Iulie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2003,August,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2003,Septembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2003,Octombrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2003,Noiembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2003,Decembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2004,Ianuarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2004,Februarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2004,Martie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2004,Aprilie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2004,Mai,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2004,Iunie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2004,Iulie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2004,August,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2004,Septembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2004,Octombrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2004,Noiembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2004,Decembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2005,Ianuarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2005,Februarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2005,Martie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2005,Aprilie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2005,Mai,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2005,Iunie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2005,Iulie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2005,August,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2005,Septembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2005,Octombrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2005,Noiembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2005,Decembrie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2006,Ianuarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2006,Februarie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2006,Martie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2006,Aprilie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2006,Mai,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2006,Iunie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2006,Iulie,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2006,August,..
"04 Locuinta, apa, electricitate, gaze si alti combustibili si carburanti",2006,Septembrie,..
